   6.0000000e+00  -2.1103582e-12
   6.2626263e+00   7.5338545e-12
   6.5252525e+00   9.9954209e-12
   6.7878788e+00  -1.6595342e-13
   7.0505051e+00  -1.2206377e-12
   7.3131313e+00   5.4785028e-12
   7.5757576e+00   1.0822511e-11
   7.8383838e+00   4.5603909e-12
   8.1010101e+00   1.1063591e-11
   8.3636364e+00   2.4346861e-12
   8.6262626e+00   1.1095367e-11
   8.8888889e+00   8.3330518e-12
   9.1515152e+00   2.1316771e-12
   9.4141414e+00  -4.3648172e-12
   9.6767677e+00   1.1314496e-11
   9.9393939e+00   1.0968385e-11
   1.0202020e+01   5.5679971e-12
   1.0464646e+01  -1.3581935e-12
   1.0727273e+01   1.0276963e-11
   1.0989899e+01   9.7546932e-12
   1.1252525e+01   2.2129957e-11
   1.1515152e+01   2.3496965e-12
   1.1777778e+01   1.4624149e-11
   1.2040404e+01   1.7931907e-11
   1.2303030e+01   1.8359754e-11
   1.2565657e+01   1.4039512e-11
   1.2828283e+01   2.4327656e-11
   1.3090909e+01   1.6999234e-11
   1.3353535e+01   2.9399012e-12
   1.3616162e+01   2.4253772e-11
   1.3878788e+01   8.8855934e-12
   1.4141414e+01   2.8194201e-11
   1.4404040e+01   2.5228057e-11
   1.4666667e+01   2.1641572e-11
   1.4929293e+01   3.0104423e-11
   1.5191919e+01   2.2314299e-11
   1.5454545e+01   2.2114353e-11
   1.5717172e+01   2.4433920e-11
   1.5979798e+01   2.8823755e-11
   1.6242424e+01   2.3878805e-11
   1.6505051e+01   2.5674319e-11
   1.6767677e+01   2.8717943e-11
   1.7030303e+01   3.4849158e-11
   1.7292929e+01   3.2123871e-11
   1.7555556e+01   3.6947969e-11
   1.7818182e+01   4.4735000e-11
   1.8080808e+01   4.7185367e-11
   1.8343434e+01   3.4962111e-11
   1.8606061e+01   4.3369279e-11
   1.8868687e+01   4.8735250e-11
   1.9131313e+01   5.2124570e-11
   1.9393939e+01   4.7271441e-11
   1.9656566e+01   5.2386410e-11
   1.9919192e+01   5.8209508e-11
   2.0181818e+01   6.5532246e-11
   2.0444444e+01   6.6650648e-11
   2.0707071e+01   6.5684451e-11
   2.0969697e+01   7.6639786e-11
   2.1232323e+01   7.2064867e-11
   2.1494949e+01   8.0731500e-11
   2.1757576e+01   7.9374933e-11
   2.2020202e+01   9.5572687e-11
   2.2282828e+01   9.7678329e-11
   2.2545455e+01   9.7376659e-11
   2.2808081e+01   8.9277213e-11
   2.3070707e+01   1.0720192e-10
   2.3333333e+01   1.0563104e-10
   2.3595960e+01   1.2160987e-10
   2.3858586e+01   1.2162147e-10
   2.4121212e+01   1.3434812e-10
   2.4383838e+01   1.2771694e-10
   2.4646465e+01   1.2960014e-10
   2.4909091e+01   1.4353608e-10
   2.5171717e+01   1.4841317e-10
   2.5434343e+01   1.6051489e-10
   2.5696970e+01   1.5507713e-10
   2.5959596e+01   1.6668320e-10
   2.6222222e+01   1.6638978e-10
   2.6484848e+01   1.7542408e-10
   2.6747475e+01   1.9556611e-10
   2.7010101e+01   1.9576727e-10
   2.7272727e+01   2.0724452e-10
   2.7535354e+01   2.1833842e-10
   2.7797980e+01   2.1949036e-10
   2.8060606e+01   2.1806089e-10
   2.8323232e+01   2.2555954e-10
   2.8585859e+01   2.3566591e-10
   2.8848485e+01   2.4128901e-10
   2.9111111e+01   2.5273890e-10
   2.9373737e+01   2.7697504e-10
   2.9636364e+01   2.7474216e-10
   2.9898990e+01   2.8353015e-10
   3.0161616e+01   2.9648907e-10
   3.0424242e+01   3.0162943e-10
   3.0686869e+01   3.0087375e-10
   3.0949495e+01   3.2612903e-10
   3.1212121e+01   3.4240228e-10
   3.1474747e+01   3.4217436e-10
   3.1737374e+01   3.5480302e-10
   3.2000000e+01   3.5397229e-10
