   0.0000000e+00   3.0000000e-03
   5.3666052e-05   2.9995397e-03
   1.0993188e-04   2.9981489e-03
   1.6877579e-04   2.9958206e-03
   2.3017230e-04   2.9925583e-03
   2.9409195e-04   2.9883759e-03
   3.6050098e-04   2.9832973e-03
   4.2936087e-04   2.9773557e-03
   5.0062771e-04   2.9705935e-03
   5.7425156e-04   2.9630613e-03
   6.5017575e-04   2.9548168e-03
   7.2833625e-04   2.9459242e-03
   8.0866115e-04   2.9364525e-03
   8.9107023e-04   2.9264745e-03
   9.7547488e-04   2.9160651e-03
   1.0617781e-03   2.9052994e-03
   1.1498752e-03   2.8942515e-03
   1.2396542e-03   2.8829925e-03
   1.3309972e-03   2.8715885e-03
   1.4237819e-03   2.8600997e-03
   1.5178829e-03   2.8485781e-03
   1.6131741e-03   2.8370670e-03
   1.7095303e-03   2.8255995e-03
   1.8068296e-03   2.8141980e-03
   1.9049549e-03   2.8028739e-03
   2.0037961e-03   2.7916272e-03
   2.1032515e-03   2.7804469e-03
   2.2032289e-03   2.7693113e-03
   2.3036466e-03   2.7581888e-03
   2.4044338e-03   2.7470383e-03
   2.5055305e-03   2.7358102e-03
   2.6068875e-03   2.7244475e-03
   2.7084656e-03   2.7128863e-03
   2.8102347e-03   2.7010573e-03
   2.9121730e-03   2.6888859e-03
   3.0142653e-03   2.6762937e-03
   3.1165017e-03   2.6631987e-03
   3.2188768e-03   2.6495164e-03
   3.3213873e-03   2.6351599e-03
   3.4240314e-03   2.6200410e-03
   3.5268071e-03   2.6040703e-03
   3.6297113e-03   2.5871576e-03
   3.7327383e-03   2.5692129e-03
   3.8358791e-03   2.5501462e-03
   3.9391204e-03   2.5298680e-03
   4.0424441e-03   2.5082900e-03
   4.1458265e-03   2.4853254e-03
   4.2492380e-03   2.4608890e-03
   4.3526424e-03   2.4348980e-03
   4.4559974e-03   2.4072721e-03
   4.5592539e-03   2.3779341e-03
   4.6623560e-03   2.3468100e-03
   4.7652417e-03   2.3138298e-03
   4.8678422e-03   2.2789275e-03
   4.9700831e-03   2.2420416e-03
   5.0718838e-03   2.2031156e-03
   5.1731586e-03   2.1620979e-03
   5.2738171e-03   2.1189424e-03
   5.3737640e-03   2.0736087e-03
   5.4729006e-03   2.0260622e-03
   5.5711248e-03   1.9762744e-03
   5.6683316e-03   1.9242228e-03
   5.7644143e-03   1.8698912e-03
   5.8592644e-03   1.8132695e-03
   5.9527728e-03   1.7543539e-03
   6.0448301e-03   1.6931467e-03
   6.1353274e-03   1.6296560e-03
   6.2241568e-03   1.5638958e-03
   6.3112118e-03   1.4958855e-03
   6.3963881e-03   1.4256499e-03
   6.4795842e-03   1.3532186e-03
   6.5607013e-03   1.2786258e-03
   6.6396442e-03   1.2019096e-03
   6.7163215e-03   1.1231121e-03
   6.7906460e-03   1.0422786e-03
   6.8625344e-03   9.5945689e-04
   6.9319082e-03   8.7469747e-04
